         12276741 function calls (11869163 primitive calls) in 10.052 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/figure.py:480(get_constrained_layout)
        4    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/axes/_base.py:593(get_window_extent)
        4    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/axis.py:565(__init__)
       16    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/scale.py:44(__init__)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/combinatorics/permutations.py:2997(AppliedPermutation)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/combinatorics/pc_groups.py:42(Collector)
        3    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        3    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        2    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
       12    0.000    0.000    0.000    0.000 {built-in method from_iterable}
        1    0.000    0.000    0.000    0.000 {built-in method _locale.nl_langinfo}
        2    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/codecs.py:259(__init__)
        7    0.000    0.000    0.000    0.000 /Users/dorukhansergin/Projects/VRTechnical/AutoNavigate/main.py:37(is_finished)
        2    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/sre_compile.py:539(isstring)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/sre_parse.py:76(__init__)
        3    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/mpmath/identification.py:748(addsolution)
        3    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/mpmath/identification.py:783(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/threading.py:1230(current_thread)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/core/core.py:57(__setattr__)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/multipledispatch/core.py:12(dispatch)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/core/numbers.py:2014(as_numer_denom)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/core/numbers.py:2229(__mod__)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/gridspec.py:644(_from_subplot_args)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/numpy/linalg/linalg.py:102(get_linalg_error_extobj)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/numpy/linalg/linalg.py:125(_realType)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/numpy/linalg/linalg.py:194(_assert_stacked_2d)
        2    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/numpy/lib/stride_tricks.py:24(_maybe_view_as_subclass)
        2    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/numpy/ma/core.py:3422(shape)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/animation.py:1639(<lambda>)
       14    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/artist.py:819(get_clip_path)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/transforms.py:279(y1)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/transforms.py:299(p1)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/transforms.py:926(y1)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/collections.py:225(get_offset_transform)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/collections.py:493(set_hatch)
        4    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/ticker.py:1897(tick_values)
        2    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/gridspec.py:211(_normalize)
        2    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/widgets.py:35(__init__)
        2    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/figure.py:135(current_key_axes)
        2    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/axes/_base.py:949(get_axes_locator)
        2    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/axes/_base.py:2519(<listcomp>)
        4    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/axis.py:716(get_remove_overlapping_locs)
        3    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/axis.py:1915(get_label_position)
        6    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/scale.py:80(limit_range_for_scale)
        6    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/spines.py:212(get_path)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/yaml/events.py:46(__init__)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/yaml/parser.py:89(dispose)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/yaml/constructor.py:24(__init__)
        5    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/combinatorics/polyhedron.py:467(faces)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/combinatorics/pc_groups.py:7(PolycyclicGroup)
        1    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'move_to_end' of 'collections.OrderedDict' objects}
        8    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 {method 'getint' of '_tkinter.tkapp' objects}
        3    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/codecs.py:330(getstate)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/Projects/VRTechnical/AutoNavigate/raceviz.py:15(__init__)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/Projects/VRTechnical/AutoNavigate/raceviz.py:32(register_field_bounds)
        3    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/mpmath/ctx_mp_python.py:618(<lambda>)
        2    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/core/evalf.py:1290(<lambda>)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/core/mul.py:608(<genexpr>)
        2    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/core/mul.py:610(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/core/function.py:62(_coeff_isneg)
        3    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/numpy/core/multiarray.py:990(unravel_index)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/gridspec.py:703(num2)
        2    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/numpy/core/fromnumeric.py:835(_sort_dispatcher)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/numpy/core/_internal.py:870(__init__)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/numpy/linalg/linalg.py:200(_assert_stacked_square)
        2    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/numpy/lib/arraysetops.py:136(_unpack_tuple)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/numpy/lib/arraysetops.py:342(_intersect1d_dispatcher)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/numpy/ma/core.py:1284(_replace_dtype_fields_recursive)
        2    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/numpy/ma/core.py:3505(mask)
        2    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/cbook/__init__.py:799(<dictcomp>)
        2    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/colors.py:114(_sanitize_extrema)
        4    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/artist.py:346(is_transform_set)
        2    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/artist.py:1004(get_label)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/transforms.py:269(x1)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/collections.py:418(set_pickradius)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/transforms.py:2356(transform_path_non_affine)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/text.py:1122(set_rotation)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/gridspec.py:100(set_width_ratios)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/backend_bases.py:1181(_timer_set_interval)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/_pylab_helpers.py:34(get_fig_manager)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/figure.py:92(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/projections/__init__.py:19(get_projection_class)
        2    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/backends/_backend_tk.py:26(_restore_foreground_window_at_end)
        3    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/axes/_subplots.py:83(get_subplotspec)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/axes/_base.py:656(_request_autoscale_view)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/axes/_base.py:1281(get_aspect)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/axes/_base.py:2249(use_sticky_edges)
        4    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/axes/_base.py:2586(_get_axis_list)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/axes/_base.py:3754(set_navigate)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/axes/_base.py:3770(set_navigate_mode)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/yaml/tokens.py:33(__init__)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/yaml/events.py:37(__init__)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/yaml/events.py:55(__init__)
        4    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/yaml/scanner.py:690(check_document_start)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/yaml/composer.py:13(__init__)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/yaml/resolver.py:21(__init__)
        1    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        3    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
        2    0.000    0.000    0.000    0.000 {built-in method sys.is_finalizing}
        3    0.000    0.000    0.000    0.000 {method 'span' of '_sre.SRE_Match' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
        1    0.000    0.000    0.000    0.000 {method '__array_prepare__' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {method 'item' of 'numpy.ndarray' objects}
        3    0.000    0.000    0.000    0.000 {method 'getboolean' of '_tkinter.tkapp' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
