         12276741 function calls (11869163 primitive calls) in 10.052 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      306    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
      158    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/numpy/lib/function_base.py:244(iterable)
        4    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/tkinter/__init__.py:1491(__setitem__)
       33    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/path.py:193(_update_values)
        6    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(cumsum)
       19    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/inspect.py:2732(__init__)
        8    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/numpy/core/fromnumeric.py:2490(ptp)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/axes/_base.py:664(_set_lim_and_transforms)
       12    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/backend_bases.py:2278(mpl_connect)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/axes/_base.py:3433(set_ybound)
       40    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/yaml/scanner.py:295(save_possible_simple_key)
        7    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/axis.py:451(apply_tickdir)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/multipledispatch/utils.py:22(_toposort)
      107    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/cbook/__init__.py:804(clean)
       22    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/axis.py:1509(convert_units)
    80/76    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/spines.py:215(_ensure_position_is_set)
       48    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/scale.py:118(get_transform)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/warnings.py:85(_showwarnmsg)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/figure.py:1406(_add_axes_internal)
        4    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/tkinter/__init__.py:1478(configure)
      343    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        2    0.000    0.000    0.000    0.000 /Users/dorukhansergin/Projects/VRTechnical/AutoNavigate/utils.py:29(polygon2axis_parallel_bbox)
       35    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/transforms.py:2346(transform_non_affine)
       44    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/axis.py:747(get_transform)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/warnings.py:20(_showwarnmsg_impl)
       16    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/ticker.py:518(__init__)
       17    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/patches.py:313(_set_edgecolor)
      702    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
    38/37    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/transforms.py:2527(get_matrix)
      606    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/yaml/scanner.py:264(next_possible_simple_key)
        8    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/ticker.py:2030(scale_range)
       13    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(all)
      355    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/sre_parse.py:171(append)
       45    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/artist.py:1028(set_zorder)
        5    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/yaml/parser.py:264(parse_block_node)
        2    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/backends/_backend_tk.py:604(_Spacer)
       10    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/transforms.py:2236(get_matrix)
        4    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/tkinter/__init__.py:1466(_configure)
       62    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/sre_compile.py:388(_simple)
        6    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/numpy/core/fromnumeric.py:2418(cumsum)
       20    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/numpy/lib/stride_tricks.py:183(_broadcast_shape)
        2    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/transforms.py:369(size)
       22    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/units.py:58(_is_natively_supported)
       13    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/tkinter/__init__.py:2253(_setup)
       90    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/combinatorics/permutations.py:459(size)
       75    0.000    0.000    0.000    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
       91    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:59(<listcomp>)
       26    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/backends/backend_agg.py:55(get_hinting_flag)
       93    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/yaml/scanner.py:1416(scan_line_break)
       16    0.000    0.000    0.000    0.000 {method 'round' of 'numpy.ndarray' objects}
        6    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/mpmath/libmp/libmpf.py:1153(to_digits_exp)
       96    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/cbook/deprecation.py:456(_deprecate_method_override)
       10    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/text.py:1089(set_position)
       15    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1228(_get_spec)
       16    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/printing/printer.py:257(__init__)
        2    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/transforms.py:1345(__sub__)
       18    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/transforms.py:2511(__init__)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/warnings.py:106(_formatwarnmsg)
      549    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/inspect.py:2817(parameters)
        8    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/numpy/core/_methods.py:245(_ptp)
       82    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        5    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/genericpath.py:27(isfile)
      258    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/sre_parse.py:111(__init__)
       16    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/patches.py:783(_convert_units)
      650    0.000    0.000    0.000    0.000 {built-in method math.ldexp}
       15    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:151(__exit__)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/warnings.py:35(_formatwarnmsg_impl)
        2    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/axes/_base.py:852(_update_transScale)
       37    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/core/numbers.py:1776(__rtruediv__)
    48/34    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/transforms.py:2305(_invalidate_internal)
       46    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/text.py:233(set_rotation_mode)
       65    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/yaml/scanner.py:125(peek_token)
       13    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/numpy/core/_ufunc_config.py:433(__enter__)
        4    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/spines.py:355(set_position)
       92    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/_weakrefset.py:26(__exit__)
       43    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/re.py:169(match)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/combinatorics/free_groups.py:1(<module>)
      220    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
      600    0.000    0.000    0.000    0.000 {built-in method builtins.id}
       47    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/text.py:926(set_color)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/linecache.py:15(getline)
       64    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/lines.py:33(_get_dash_pattern)
       10    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/patches.py:456(set_capstyle)
        8    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/axes/_base.py:3199(_validate_converted_limits)
        9    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/sre_compile.py:376(_mk_bitmap)
       19    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/artist.py:921(set_alpha)
      775    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/core/basic.py:2039(__iter__)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/linecache.py:37(getlines)
      338    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/transforms.py:971(get_points)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/yaml/parser.py:139(parse_implicit_document_start)
       13    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/numpy/core/fromnumeric.py:2337(all)
      606    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        8    0.000    0.000    0.000    0.000 {method 'sum' of 'numpy.ndarray' objects}
        7    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/core/basic.py:1783(_exec_constructor_postprocessors)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/linecache.py:82(updatecache)
       16    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(ndim)
      185    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/yaml/error.py:6(__init__)
       11    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/patches.py:328(set_edgecolor)
        8    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/transforms.py:2252(blended_transform_factory)
      613    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/font_manager.py:752(get_family)
      101    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:222(_verbose_message)
       13    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/numpy/core/_ufunc_config.py:438(__exit__)
        3    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/gridspec.py:480(get_subplot_params)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(meshgrid)
       45    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/text.py:1202(set_usetex)
      613    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/font_manager.py:786(get_stretch)
      613    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/font_manager.py:777(get_weight)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/axes/_base.py:1195(_set_title_offset_trans)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/backend_bases.py:2688(__init__)
       57    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/lines.py:1175(set_markeredgewidth)
      127    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/text.py:1149(set_text)
        8    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/numpy/core/_methods.py:87(_clip_dep_invoke_with_casting)
      563    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/combinatorics/permutations.py:1108(size)
       15    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:318(__exit__)
        8    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/numpy/core/_methods.py:45(_sum)
      5/3    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/transforms.py:2320(__eq__)
        3    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/transforms.py:2581(get_matrix)
        6    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/ticker.py:1754(nonsingular)
       13    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/text.py:229(get_rotation)
       43    0.000    0.000    0.000    0.000 {method 'createcommand' of '_tkinter.tkapp' objects}
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/numpy/lib/function_base.py:4102(meshgrid)
      613    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/font_manager.py:764(get_style)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/tkinter/__init__.py:2033(_loadtk)
      768    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/figure.py:2067(sca)
       57    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/lines.py:1218(set_markersize)
       26    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/transforms.py:2143(<lambda>)
      613    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/font_manager.py:771(get_variant)
      513    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/font_manager.py:1228(score_size)
      676    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISLNK}
       15    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/mpmath/ctx_mp_python.py:47(__new__)
       36    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/ticker.py:279(fix_minus)
       16    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/weakref.py:44(__new__)
       18    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/utilities/iterables.py:735(sift)
       19    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/axis.py:196(_set_labelrotation)
      206    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/sre_parse.py:285(tell)
        2    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/transforms.py:1645(__eq__)
        7    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.ndarray' objects}
      513    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/font_manager.py:1164(score_style)
        6    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/transforms.py:1539(transform_path_non_affine)
       13    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/text.py:1167(_preprocess_math)
      223    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {built-in method io.open}
        2    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/transforms.py:2091(__eq__)
        4    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/spines.py:240(_adjust_location)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/yaml/loader.py:23(__init__)
       95    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/combinatorics/permutations.py:983(_hashable_content)
       13    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/text.py:39(get_rotation)
       15    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1080(_path_importer_cache)
        5    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/cbook/__init__.py:213(process)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:103(release)
        2    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/numpy/ma/core.py:2336(masked_invalid)
       51    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/font_manager.py:1116(get_default_size)
        6    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
      249    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/sre_parse.py:159(__len__)
        6    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/mpmath/ctx_mp_python.py:614(_set_dps)
       15    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:524(spec_from_file_location)
       19    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/inspect.py:485(unwrap)
       92    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/_weakrefset.py:20(__enter__)
    77/44    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/transforms.py:2334(<lambda>)
       91    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/cbook/__init__.py:2236(type_name)
      513    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/font_manager.py:794(get_size)
      513    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/font_manager.py:1181(score_variant)
       95    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/yaml/reader.py:94(prefix)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/Projects/VRTechnical/AutoNavigate/main.py:46(get_field_bounds)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/multipledispatch/core.py:75(ismethod)
      161    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/artist.py:194(axes)
       16    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/scale.py:639(scale_factory)
       95    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/_weakrefset.py:81(add)
        6    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/transforms.py:2210(__init__)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/Projects/VRTechnical/AutoNavigate/windfields.py:45(get_field_bounds)
       32    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/transforms.py:2613(get_matrix)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/axes/_base.py:1566(apply_aspect)
       57    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/lines.py:618(axes)
      166    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
        4    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/numpy/ma/core.py:2975(__array_finalize__)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/cm.py:219(__init__)
       57    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/lines.py:531(set_markevery)
       57    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/lines.py:1022(set_antialiased)
       16    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/axis.py:795(reset_ticks)
       57    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/lines.py:1160(set_markeredgecolor)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(intersect1d)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/axes/_base.py:2123(update_datalim)
        2    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/yaml/scanner.py:654(fetch_double)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/transforms.py:1815(inverted)
       12    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/core/mul.py:399(<listcomp>)
        3    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/copy.py:66(copy)
        2    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/yaml/scanner.py:657(fetch_flow_scalar)
     12/8    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/yaml/constructor.py:405(construct_yaml_seq)
       16    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/numpy/core/fromnumeric.py:3075(ndim)
       75    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/inspect.py:2781(<genexpr>)
       44    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/core/assumptions.py:439(generator)
      206    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
